,Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Product Name,Sales,Quantity,Profit,Returns,Payment Mode,Category_Furniture,Category_Office Supplies,Category_Technology,Sub-Category_Accessories,Sub-Category_Appliances,Sub-Category_Art,Sub-Category_Binders,Sub-Category_Bookcases,Sub-Category_Chairs,Sub-Category_Copiers,Sub-Category_Envelopes,Sub-Category_Fasteners,Sub-Category_Furnishings,Sub-Category_Labels,Sub-Category_Machines,Sub-Category_Paper,Sub-Category_Phones,Sub-Category_Storage,Sub-Category_Supplies,Sub-Category_Tables
639,1861,US-2020-121251,26-03-2020,27-03-2020,First Class,GM-14440,Gary McGarr,Consumer,United States,New York City,New York,East,FUR-BO-10001918,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",280.568,2,-28.9764,,COD,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
640,9791,CA-2020-144491,27-03-2020,01-04-2020,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Houston,Texas,Central,FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy",233.246,2,-66.3916,,Cards,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
641,9757,CA-2020-113705,27-03-2020,29-03-2020,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Richmond,Virginia,South,FUR-TA-10002533,BPI Conference Tables,332.1,2,58.42,,Cards,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
642,9789,CA-2020-144491,27-03-2020,01-04-2020,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Houston,Texas,Central,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,634.558,3,-8.5794,,Online,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
643,9788,CA-2020-144491,27-03-2020,01-04-2020,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Houston,Texas,Central,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1058.332,5,-30.098,,Online,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
644,4676,CA-2020-139416,27-03-2020,29-03-2020,Second Class,AG-10270,Alejandro Grove,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",117.008,2,1.5008,,COD,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
645,5746,US-2020-147886,28-03-2020,31-03-2020,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,West,FUR-FU-10003829,Stackable Trays,127.56,7,6.8992,1.0,Cards,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
646,5741,US-2020-147886,28-03-2020,31-03-2020,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,West,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,153.48,1,10.0624,1.0,Cards,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
647,8665,CA-2020-126634,30-03-2020,01-04-2020,Second Class,AB-10165,Alan Barnes,Consumer,United States,Lakewood,California,West,FUR-FU-10004973,Flat Face Poster Frame,121.2,5,39.564,,COD,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
648,3089,US-2020-159205,31-03-2020,02-04-2020,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Henderson,Kentucky,South,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,103.0,5,25.62,,Cards,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
649,469,CA-2020-154907,31-03-2020,04-04-2020,Standard Class,DS-13180,David Smith,Corporate,United States,Amarillo,Texas,Central,FUR-BO-10002824,Bush Mission Pointe Library,242.3328,2,-36.2352,,Online,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
650,1338,CA-2020-100524,31-03-2020,02-04-2020,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,East,FUR-FU-10004018,Tensor Computer Mounted Lamp,160.78,2,8.0406,,Online,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
651,6008,CA-2020-129028,01-04-2020,03-04-2020,First Class,GB-14530,George Bell,Corporate,United States,Florence,South Carolina,South,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",158.95,3,21.7515,,COD,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
652,5491,CA-2020-134495,01-04-2020,04-04-2020,Second Class,BF-11020,Barry Französisch,Corporate,United States,Jacksonville,Florida,South,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",234.352,3,-19.1058,,COD,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
653,4218,CA-2020-149881,01-04-2020,03-04-2020,First Class,NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,West,FUR-BO-10003894,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",527.664,8,85.176,,Cards,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
654,3049,CA-2020-121419,02-04-2020,04-04-2020,First Class,TC-21475,Tony Chapman,Home Office,United States,Columbus,Georgia,South,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,439.8,2,70.006,,Online,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
655,1337,US-2020-123281,02-04-2020,07-04-2020,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Los Angeles,California,West,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,147.11,3,6.5286,,Online,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
656,953,CA-2020-131156,03-04-2020,07-04-2020,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001940,Staple-based wall hangings,112.472,4,7.6416,,COD,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
657,232,US-2020-100930,07-04-2020,12-04-2020,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,South,FUR-TA-10001705,Bush Advantage Collection Round Conference Table,255.86,2,-102.048,,Online,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
658,235,US-2020-100930,07-04-2020,12-04-2020,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,South,FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",275.072,3,0.0,,Online,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
659,233,US-2020-100930,07-04-2020,12-04-2020,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,South,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,648.6145,3,-248.2458,,COD,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
660,5371,US-2020-136721,08-04-2020,12-04-2020,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Oak Park,Michigan,Central,FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",308.96,2,71.2296,,Online,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
661,5372,US-2020-136721,08-04-2020,12-04-2020,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Oak Park,Michigan,Central,FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,343.9,3,79.794,,Online,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
662,2848,CA-2020-157854,08-04-2020,15-04-2020,Standard Class,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,South,FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",126.28,6,15.7584,,COD,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
663,5789,CA-2020-115070,10-04-2020,14-04-2020,Second Class,MG-18205,Mitch Gastineau,Corporate,United States,Jacksonville,Florida,South,FUR-FU-10003829,Stackable Trays,95.32,5,1.848,,Online,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
664,7425,CA-2020-135069,10-04-2020,14-04-2020,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",133.672,3,6.4176,,Online,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
665,8340,CA-2020-135076,13-04-2020,17-04-2020,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Hesperia,California,West,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",456.704,6,-38.2116,,Online,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
666,5361,US-2020-126060,14-04-2020,18-04-2020,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,Fayetteville,North Carolina,South,FUR-BO-10003433,Sauder Cornerstone Collection Library,210.272,8,-32.2192,,Online,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
667,3101,CA-2020-131233,14-04-2020,19-04-2020,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,New York City,New York,East,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",280.352,3,9.0882,,COD,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
668,5646,CA-2020-127117,14-04-2020,19-04-2020,Standard Class,HM-14860,Harry Marie,Corporate,United States,Morristown,New Jersey,East,FUR-FU-10004018,Tensor Computer Mounted Lamp,166.45,5,20.1015,,Cards,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
669,1867,CA-2020-118857,15-04-2020,18-04-2020,First Class,AH-10075,Adam Hart,Corporate,United States,Henderson,Nevada,West,FUR-FU-10004460,"Howard Miller 12"" Round Wall Clock",225.45,5,70.722,,Cards,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
670,2547,CA-2020-108070,16-04-2020,20-04-2020,Standard Class,JE-15745,Joel Eaton,Consumer,United States,San Jose,California,West,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,128.833,1,-6.049,,COD,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
671,3252,CA-2020-119389,17-04-2020,19-04-2020,First Class,BG-11740,Bruce Geld,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001473,"Eldon Executive Woodline II Desk Accessories, Mahogany",109.312,3,5.2773,,COD,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
672,6863,CA-2020-128965,17-04-2020,22-04-2020,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,West,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",265.352,3,-19.1058,1.0,Online,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
673,6766,CA-2020-100615,20-04-2020,24-04-2020,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Chicago,Illinois,Central,FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,344.058,3,-18.1176,,Cards,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
674,6768,CA-2020-100615,20-04-2020,24-04-2020,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",120.56,5,-6.188,,Online,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
675,2239,CA-2020-166849,20-04-2020,26-04-2020,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Chicago,Illinois,Central,FUR-FU-10004597,Eldon Cleatmat Chair Mats for Medium Pile Carpets,136.4,2,-52.17,,Cards,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
676,6157,CA-2020-151484,20-04-2020,23-04-2020,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",137.408,3,9.5418,,COD,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
677,6154,CA-2020-151484,20-04-2020,23-04-2020,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001876,"Computer Room Manger, 14""",149.968,2,10.3936,,COD,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
678,3714,CA-2020-166198,21-04-2020,24-04-2020,First Class,JW-15955,Joni Wasserman,Consumer,United States,Seattle,Washington,West,FUR-FU-10004622,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,185.6,3,34.146,,Cards,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
679,7184,CA-2020-128853,21-04-2020,23-04-2020,First Class,JM-15250,Janet Martin,Consumer,United States,Baltimore,Maryland,East,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",938.82,9,227.205,,Cards,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
680,3027,CA-2020-169054,22-04-2020,26-04-2020,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",265.352,3,0.0,,COD,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
681,805,CA-2020-135783,22-04-2020,24-04-2020,First Class,GM-14440,Gary McGarr,Consumer,United States,San Francisco,California,West,FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",109.28,2,6.2152,,Cards,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
682,8472,US-2020-132031,23-04-2020,27-04-2020,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Clarksville,Tennessee,South,FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,109.952,3,-11.6928,,Online,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
683,7241,CA-2020-136651,23-04-2020,25-04-2020,Second Class,JF-15355,Jay Fein,Consumer,United States,Pasadena,California,West,FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",112.36,7,26.544,1.0,COD,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
684,8470,US-2020-132031,23-04-2020,27-04-2020,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Clarksville,Tennessee,South,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,415.136,4,-14.5176,,Online,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
685,8593,CA-2020-101700,23-04-2020,26-04-2020,First Class,SO-20335,Sean O'Donnell,Consumer,United States,Greeley,Colorado,West,FUR-FU-10001025,"Eldon Imàge Series Desk Accessories, Clear",114.664,3,3.3534,1.0,Online,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
686,7243,CA-2020-136651,23-04-2020,25-04-2020,Second Class,JF-15355,Jay Fein,Consumer,United States,Pasadena,California,West,FUR-FU-10004864,Eldon 500 Class Desk Accessories,149.14,2,7.9662,1.0,Cards,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
687,8974,CA-2020-159226,25-04-2020,27-04-2020,Second Class,RL-19615,Rob Lucas,Consumer,United States,Los Angeles,California,West,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",367.981,7,28.4102,,Online,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
688,1359,CA-2020-160045,26-04-2020,27-04-2020,First Class,LB-16735,Larry Blacks,Consumer,United States,Fort Worth,Texas,Central,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",87.988,1,-1.4413,,Cards,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
689,8638,CA-2020-151281,27-04-2020,02-05-2020,Standard Class,HM-14980,Henry MacAllister,Consumer,United States,Seattle,Washington,West,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,152.58,7,39.0824,,COD,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
690,3099,CA-2020-135692,27-04-2020,01-05-2020,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Fort Worth,Texas,Central,FUR-BO-10002268,Sauder Barrister Bookcases,269.2656,4,-42.1096,1.0,COD,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
691,1728,US-2020-164056,29-04-2020,04-05-2020,Second Class,FM-14215,Filia McAdams,Corporate,United States,Dublin,Ohio,East,FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1088.35,5,-69.89,,Online,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
692,8565,US-2020-108315,30-04-2020,04-05-2020,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Sanford,Florida,South,FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,256.704,6,-8.2764,,COD,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
693,2779,CA-2020-108322,30-04-2020,05-05-2020,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Pompano Beach,Florida,South,FUR-FU-10001935,3M Hangers With Command Adhesive,103.68,8,6.216,,COD,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
694,5314,CA-2020-137876,30-04-2020,05-05-2020,Standard Class,DJ-13510,Don Jones,Corporate,United States,San Francisco,California,West,FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",151.96,2,21.4368,,Online,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
695,9335,CA-2020-110198,01-05-2020,02-05-2020,First Class,AG-10900,Arthur Gainer,Consumer,United States,Coral Springs,Florida,South,FUR-BO-10001798,Bush Somerset Collection Bookcase,335.352,3,-15.7176,,Online,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
696,8236,CA-2020-102204,01-05-2020,06-05-2020,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Jacksonville,Florida,South,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,952.262,4,-458.1468,,COD,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
697,8237,CA-2020-102204,01-05-2020,06-05-2020,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Jacksonville,Florida,South,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,2821.92,5,0.0,,COD,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
698,2518,CA-2020-123134,02-05-2020,07-05-2020,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,Westfield,New Jersey,East,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,159.93,3,12.993,,COD,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
699,8354,CA-2020-132199,03-05-2020,08-05-2020,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,394.47,5,-112.041,,COD,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
700,8352,CA-2020-132199,03-05-2020,08-05-2020,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10004245,"Career Cubicle Clock, 8 1/4"", Black",149.448,2,7.3008,,COD,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
701,1355,CA-2020-162978,04-05-2020,09-05-2020,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,West,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,329.904,1,11.2839,,Online,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
702,5288,CA-2020-105991,05-05-2020,06-05-2020,First Class,LH-17020,Lisa Hazard,Consumer,United States,Louisville,Colorado,West,FUR-BO-10004467,Bestar Classic Bookcase,136.991,3,-152.9847,,Cards,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
703,4670,US-2020-133200,06-05-2020,11-05-2020,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fort Worth,Texas,Central,FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",650.4648,7,-119.1918,,Cards,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
704,3830,CA-2020-141733,07-05-2020,11-05-2020,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Detroit,Michigan,Central,FUR-CH-10000595,Safco Contoured Stacking Chairs,517.8,2,119.2,,Cards,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
705,3828,CA-2020-141733,07-05-2020,11-05-2020,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Detroit,Michigan,Central,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1495.65,5,423.0085,,COD,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
706,3829,CA-2020-141733,07-05-2020,11-05-2020,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Detroit,Michigan,Central,FUR-CH-10002019,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,131.64,1,7.4592,,Online,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
707,4471,CA-2020-156895,08-05-2020,12-05-2020,Standard Class,DJ-13510,Don Jones,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",141.058,3,-23.7822,,Online,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
708,1596,CA-2020-149181,08-05-2020,12-05-2020,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Columbus,Ohio,East,FUR-CH-10004540,Global Chrome Stack Chair,157.992,2,-2.0568,,Online,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
709,8282,CA-2020-134810,09-05-2020,10-05-2020,First Class,MC-17605,Matt Connell,Corporate,United States,Jacksonville,North Carolina,South,FUR-CH-10001270,Harbour Creations Steel Folding Chair,240.0,3,25.875,,COD,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
710,8419,CA-2020-118199,09-05-2020,11-05-2020,First Class,LB-16795,Laurel Beltran,Home Office,United States,Seattle,Washington,West,FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",300.85,1,63.107,,Cards,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
711,5012,US-2020-139647,11-05-2020,13-05-2020,First Class,TS-21370,Todd Sumrall,Corporate,United States,Phoenix,Arizona,West,FUR-BO-10004467,Bestar Classic Bookcase,233.979,7,-356.9643,,COD,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
712,4703,CA-2020-140298,11-05-2020,17-05-2020,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Austin,Texas,Central,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,118.996,1,-6.9965,,Online,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
713,5823,CA-2020-117632,12-05-2020,18-05-2020,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,West,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",306.48,5,-10.7055,,Cards,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
714,6667,CA-2020-122175,12-05-2020,14-05-2020,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Vineland,New Jersey,East,FUR-FU-10000719,"DAX Cubicle Frames, 8-1/2 x 11",131.85,5,15.426,,COD,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
715,9000,CA-2020-137785,13-05-2020,17-05-2020,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Philadelphia,Pennsylvania,East,FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,504.43,5,-124.431,,COD,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
716,6463,US-2020-133361,14-05-2020,17-05-2020,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,East,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",298.96,2,23.5764,,Online,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
717,6408,CA-2020-161774,14-05-2020,15-05-2020,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,Central,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,911.43,5,-12.849,,Cards,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
718,814,CA-2020-143686,14-05-2020,14-05-2020,Same Day,PJ-19015,Pauline Johnson,Consumer,United States,Santa Ana,California,West,FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",98.28,2,6.2152,,Cards,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
719,2634,US-2020-110604,15-05-2020,20-05-2020,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,West,FUR-CH-10004287,SAFCO Arco Folding Chair,265.96,1,24.858,,Online,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
720,2632,US-2020-110604,15-05-2020,20-05-2020,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,West,FUR-FU-10000076,24-Hour Round Wall Clock,141.96,2,17.1828,,COD,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
721,2633,US-2020-110604,15-05-2020,20-05-2020,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,West,FUR-CH-10002019,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,152.624,2,4.2624,,COD,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
722,4424,CA-2020-159464,18-05-2020,19-05-2020,First Class,TB-21355,Todd Boyes,Corporate,United States,Sandy Springs,Georgia,South,FUR-BO-10003546,Hon 4-Shelf Metal Bookcases,350.94,3,75.735,,COD,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
723,8184,CA-2020-155642,18-05-2020,22-05-2020,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Chicago,Illinois,Central,FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,105.892,1,-0.9933,,Online,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
724,8183,CA-2020-155642,18-05-2020,22-05-2020,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Chicago,Illinois,Central,FUR-FU-10004973,Flat Face Poster Frame,146.608,3,-10.1736,,COD,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
